date,cases,deaths,week
2020-10-26,23.0,0.0,2020-10-26
2020-10-27,44.0,0.0,2020-10-26
2020-10-28,31.0,0.0,2020-10-26
2020-10-29,39.0,0.0,2020-10-26
2020-10-30,36.0,0.0,2020-10-26
2020-10-31,27.0,0.0,2020-10-26
2020-11-01,32.0,0.0,2020-10-26
2020-11-02,6.0,0.0,2020-11-02
2020-11-03,17.0,0.0,2020-11-02
2020-11-04,22.0,0.0,2020-11-02
2020-11-05,46.0,0.0,2020-11-02
2020-11-06,26.0,0.0,2020-11-02
2020-11-07,25.0,2.0,2020-11-02
2020-11-08,9.0,0.0,2020-11-02
2020-11-09,17.0,0.0,2020-11-09
2020-11-10,12.0,0.0,2020-11-09
2020-11-11,17.0,0.0,2020-11-09
2020-11-12,32.0,0.0,2020-11-09
2020-11-13,22.0,7.0,2020-11-09
2020-11-14,24.0,0.0,2020-11-09
2020-11-15,18.0,0.0,2020-11-09
2020-11-16,9.0,0.0,2020-11-16
2020-11-17,48.0,1.0,2020-11-16
2020-11-18,25.0,1.0,2020-11-16
2020-11-19,31.0,0.0,2020-11-16
2020-11-20,24.0,0.0,2020-11-16
2020-11-21,20.0,1.0,2020-11-16
2020-11-22,17.0,0.0,2020-11-16
2020-11-23,21.0,0.0,2020-11-23
2020-11-24,23.0,0.0,2020-11-23
2020-11-25,6.0,1.0,2020-11-23
2020-11-26,0.0,0.0,2020-11-23
2020-11-27,43.0,1.0,2020-11-23
2020-11-28,33.0,1.0,2020-11-23
2020-11-29,8.0,0.0,2020-11-23
2020-11-30,26.0,0.0,2020-11-30
2020-12-01,49.0,0.0,2020-11-30
2020-12-02,30.0,0.0,2020-11-30
2020-12-03,32.0,3.0,2020-11-30
2020-12-04,23.0,0.0,2020-11-30
2020-12-05,21.0,2.0,2020-11-30
2020-12-06,18.0,1.0,2020-11-30
2020-12-07,20.0,0.0,2020-12-07
2020-12-08,20.0,0.0,2020-12-07
2020-12-09,16.0,0.0,2020-12-07
2020-12-10,29.0,1.0,2020-12-07
2020-12-11,19.0,0.0,2020-12-07
2020-12-12,24.0,0.0,2020-12-07
2020-12-13,4.0,0.0,2020-12-07
2020-12-14,4.0,0.0,2020-12-14
2020-12-15,17.0,0.0,2020-12-14
2020-12-16,23.0,0.0,2020-12-14
2020-12-17,4.0,0.0,2020-12-14
2020-12-18,13.0,0.0,2020-12-14
2020-12-19,33.0,0.0,2020-12-14
2020-12-20,8.0,0.0,2020-12-14
2020-12-21,9.0,0.0,2020-12-21
2020-12-22,36.0,0.0,2020-12-21
2020-12-23,24.0,0.0,2020-12-21
2020-12-24,0.0,0.0,2020-12-21
2020-12-25,0.0,0.0,2020-12-21
2020-12-26,24.0,1.0,2020-12-21
2020-12-27,5.0,0.0,2020-12-21
2020-12-28,6.0,0.0,2020-12-28
2020-12-29,26.0,0.0,2020-12-28
2020-12-30,14.0,0.0,2020-12-28
2020-12-31,0.0,0.0,2020-12-28
2021-01-01,0.0,0.0,2020-12-28
2021-01-02,41.0,0.0,2020-12-28
2021-01-03,26.0,0.0,2020-12-28
2021-01-04,1.0,0.0,2021-01-04
2021-01-05,4.0,0.0,2021-01-04
2021-01-06,39.0,0.0,2021-01-04
2021-01-07,46.0,0.0,2021-01-04
2021-01-08,37.0,0.0,2021-01-04
2021-01-09,44.0,0.0,2021-01-04
2021-01-10,32.0,0.0,2021-01-04
2021-01-11,25.0,0.0,2021-01-11
2021-01-12,48.0,0.0,2021-01-11
2021-01-13,21.0,0.0,2021-01-11
2021-01-14,35.0,0.0,2021-01-11
2021-01-15,36.0,0.0,2021-01-11
2021-01-16,34.0,0.0,2021-01-11
2021-01-17,23.0,0.0,2021-01-11
2021-01-18,15.0,0.0,2021-01-18
2021-01-19,54.0,0.0,2021-01-18
2021-01-20,36.0,1.0,2021-01-18
2021-01-21,51.0,0.0,2021-01-18
2021-01-22,33.0,0.0,2021-01-18
2021-01-23,25.0,0.0,2021-01-18
2021-01-24,30.0,0.0,2021-01-18
2021-01-25,18.0,1.0,2021-01-25
2021-01-26,37.0,0.0,2021-01-25
2021-01-27,35.0,1.0,2021-01-25
2021-01-28,29.0,0.0,2021-01-25
2021-01-29,32.0,1.0,2021-01-25
2021-01-30,52.0,0.0,2021-01-25
2021-01-31,22.0,0.0,2021-01-25
2021-02-01,11.0,0.0,2021-02-01
2021-02-02,25.0,0.0,2021-02-01
2021-02-03,30.0,0.0,2021-02-01
2021-02-04,27.0,0.0,2021-02-01
2021-02-05,20.0,0.0,2021-02-01
2021-02-06,22.0,4.0,2021-02-01
2021-02-07,23.0,2.0,2021-02-01
2021-02-08,14.0,7.0,2021-02-08
2021-02-09,27.0,2.0,2021-02-08
2021-02-10,50.0,0.0,2021-02-08
2021-02-11,36.0,1.0,2021-02-08
2021-02-12,19.0,9.0,2021-02-08
2021-02-13,9.0,0.0,2021-02-08
2021-02-14,34.0,0.0,2021-02-08
2021-02-15,5.0,0.0,2021-02-15
2021-02-16,9.0,2.0,2021-02-15
2021-02-17,15.0,0.0,2021-02-15
2021-02-18,7.0,1.0,2021-02-15
2021-02-19,35.0,2.0,2021-02-15
2021-02-20,19.0,2.0,2021-02-15
2021-02-21,21.0,0.0,2021-02-15
2021-02-22,7.0,0.0,2021-02-22
2021-02-23,13.0,0.0,2021-02-22
2021-02-24,27.0,0.0,2021-02-22
2021-02-25,17.0,0.0,2021-02-22
2021-02-26,5.0,0.0,2021-02-22
2021-02-27,7.0,0.0,2021-02-22
2021-02-28,1.0,0.0,2021-02-22
2021-03-01,5.0,0.0,2021-03-01
2021-03-02,10.0,0.0,2021-03-01
2021-03-03,14.0,0.0,2021-03-01
2021-03-04,11.0,0.0,2021-03-01
2021-03-05,11.0,0.0,2021-03-01
2021-03-06,6.0,0.0,2021-03-01
2021-03-07,3.0,0.0,2021-03-01
2021-03-08,1.0,0.0,2021-03-08
2021-03-09,6.0,0.0,2021-03-08
2021-03-10,15.0,0.0,2021-03-08
2021-03-11,5.0,0.0,2021-03-08
2021-03-12,6.0,0.0,2021-03-08
2021-03-13,11.0,0.0,2021-03-08
2021-03-14,5.0,0.0,2021-03-08
2021-03-15,4.0,1.0,2021-03-15
2021-03-16,4.0,0.0,2021-03-15
2021-03-17,10.0,0.0,2021-03-15
2021-03-18,9.0,7.0,2021-03-15
2021-03-19,3.0,3.0,2021-03-15
2021-03-20,5.0,0.0,2021-03-15
2021-03-21,4.0,0.0,2021-03-15
2021-03-22,3.0,1.0,2021-03-22
2021-03-23,18.0,0.0,2021-03-22
2021-03-24,6.0,0.0,2021-03-22
2021-03-25,3.0,1.0,2021-03-22
2021-03-26,12.0,0.0,2021-03-22
2021-03-27,0.0,0.0,2021-03-22
2021-03-28,8.0,0.0,2021-03-22
2021-03-29,4.0,0.0,2021-03-29
2021-03-30,5.0,0.0,2021-03-29
2021-03-31,5.0,1.0,2021-03-29
2021-04-01,13.0,0.0,2021-03-29
2021-04-02,11.0,0.0,2021-03-29
2021-04-03,0.0,1.0,2021-03-29
2021-04-04,0.0,0.0,2021-03-29
2021-04-05,5.0,0.0,2021-04-05
2021-04-06,4.0,0.0,2021-04-05
2021-04-07,13.0,0.0,2021-04-05
2021-04-08,5.0,0.0,2021-04-05
2021-04-09,10.0,0.0,2021-04-05
2021-04-10,4.0,0.0,2021-04-05
2021-04-11,4.0,2.0,2021-04-05
